doc,target
"Style : Fashion Sunglasses Frame Material : Acetate Very good design and quality Excelent QC is a must Frame Color : flexible black/brown/blue/red : black/brown/blue/red Face Shape Match : Flexible good design Usage : Other Only frames, not lenses.",1
Power : 32.7ps/L Type : Diesel Engine Displacement : 2779cc No. of Cylinders : 4 Cylinder Torque : 6.9kgm/L Warranty : 0 Months,1
GOOD WORKING ORDER,0
Hi I'm looking for a Portable pvc inflatable Rectangular Metal Frame Swimming pool! 2.5m wide 1.5m deep and 26m long,1
"Net Curtain Material in an unusual and versatile style. Grace your home in this traditional or modern design a unique and retro way to dress your doors or windows in forest green/white. Giving you great privacy during the day still allowing natural light thru’. Unfortunately, photo color deceiving. A must see. Bought in Portugal. Unstitched. New and at a Bargain. Pictures do not do this stunning and luxurious item justice as taken folded more than four times over. Plus Postage or PickUp",0
"Dear Sir/Madam, Name : Heat Energy Recovery Air Conditioning Application : Bedroom, hotel, study room, school, etc Airflow : 150 cmh Filtration efficiency (%) : 99% heap Motor : BLDC Heat exchanger : total crossflow heat exchanger Speed : 8 speeds control Control : touch screen and remote control Air Quality Display : PM2.5, Temp & R.H Package Size : 745*530*340mm",1
"Hi,Im interested in your product Buying Fig Trees, I would like some more details.I look forward for your reply.Regards",1
"Bar Accessories Type : Multifuctional Bar Caddy Material : Plastic Certification : FDA,EEC,CE / EU,LFGB,SGS,CIQ Feature : Eco-Friendly,Disposable,Stocked Product name : Multifuctional Bar Caddy Color : green Usage : hold napkin Logo : Oem Item : bar caddy Size : 24.0x14.0x10.5cm Origin : Shenzhen Packing : bubble bag then in carton Factory : Welcome to visit New design : Yes",1
"Hi,Im interested in your product Free sample custom size cheap washing machine gearbox price, I would like some more details : What is the best price you can offer?I look forward to your reply",1
"Keywords : BBQ Size : 2.4*2.4*1.1m Material : fiberglass MOQ : 1 set Warranty : 2 Years Color : Optional Speed : less 10km/h weight : : 180kg Suit place : Lake, water park Delivery time : : 5-7days",1
"Teal Lamp from NEXT

The lampshade has a slight dent, and a stain (probably can easily get out - shown in pics) hence the cheap price but I just put that side to the wall so it didn't show.",0
"Wood No. 1

Wood No. 2

Wood No.3

Would suit beginner trying the game out. £2 each or £5 for all three.",0
Siren sounds when button pressed,0
Glass and brass ceiling shade/pendant,0
"Free standing or hang projection screen for slides, films or digital projectors. Needs to be hung or raised on a table or something. 40 inch square so bigger than some others better for larger audience. Plain white screen gives good reflection. Comes rolled in card box for protection. Front and rear view shown. Postage and Pay pal may be possible but Friday ads will not load up my wife's details.",0
El precio de los cascos? Cuál es la cantidad mínima de compra? Tienen envío a Guatemala?,1
"JOHN PLAYER CIGARETTE CARDS [reprints] FULL SET OF 25 MOUNTED AND GLASS FRAMED DISPLAY 1928 WILDFOWL AND WADERS series, ARTIST ROLAND GREENE. £10 074152368...(click to reveal full phone number) UCKFIELD. Pictures thru WhatsApp",0
"looking for 55 units of noise anceling earmuffs with radio integrated for 2 way communication, complete package. It should be able to protect against noise on military shooting ranges.",1
"Hi there,  Hope you are safe.  I am interested in entering business with you to supply underwear into North Africa (Morocco).  Primarily looking for any dead stock you may have of bras and underwear.  Secondly, i have a client in morocco requesting the items on the attached file. Do you have these items or very a closer design? Could you please get back to me to purchase in bulk, FOB preferably.  My client and i signed a contract to supply 1 million underwear by the end of 2020. We are looking for a long term collaboration with a supplier.  I will look forward to your response.  Kind Regards.",1
Woodluv picnic backpack - incl cooling area for drinks etc - does not incl the ground sheet and rug in picture,0
"AVAILABLE if advert can be seen
Please get in touch if you would like to purchase
Good condition unless otherwise stated
Lewes cash on collection only No paypal
No posting No exception
Not accepting offers",0
"Hello I am looking for plastic round classic ball lamp shade opal arculic globe lamps Can you send me your details Contact if you have this products, if so send me also pictures regards",1
"Hi, sir,We are a trading company based in Turkey. We have seen yourand we are interested in your 4K. /IP CVI SDI 6 in 1 CCTV Tester with HDMI.We kindly ask you to send us the informations about the product of the followings specifications : Model Number,What types of packaging do you usually use for this product?Wish to hear from you soon.Best RegardsMURAT HIRAMURAT ILETISIM BLGSAYAR VE GVENLK SSTEMLERThis Message is from mobile",1
"Wooden chess set with 3.5 inch (9cm) kings, weighted, felted and with finely carved knights plus board and wooden clasp-lid box, both also felted. Comes complete with chess clock All in perfect condition.",0
Large Collection of charity badges. 100 approx. £30 or near offer. Can meet to view or deliver.,0
Kitchen cabinet legs in silver still pack with screws pack of4 b and Q cast20 you can ring for detailed no texet please,0
"Dear Mr Tradewheel Supplier,We are a company from Canada. We have seen yourand we are interested in your Basketball Uniforms Own Basketball Jerseys.We kindly ask you to send us the informations about the product of the followings specifications : Color,Style,Available Quantity,What types of packaging do you usually use for this product?We are waiting for your positive response.Best RegardsDarnellDevoted This Message is from mobile",1
fridge for sale good condition,0
"Samsung sound bar perfect working order very little use infact not at all !!! Connects through Bluetooth it’s not been used as my late father past away ,I can be contacted through email click to contact no movement on price it’s £120 no offers sorry",0
"Brand new, unused with sales label - Sequin jacket with silky voile black liner


An elegant jacket with lots of celebration sparkle. Sales label shows original cost at £60. Gunmetal silver sequins and a silky black voile lightweight lining. Padded shoulders, lined pocket flaps and folded collar.


Smoke free home.


Size 8.",0
toute femme Redoute black loungewear trouser with belt. Polyester / elastane Size 20/22,0
"Medivac were designed for dust allergy sufferers and used by NHS. This one was used in domestic household but still in perfect working order with spare dust bags. Very powerful, picks up all dust. A classic vacuum cleaner.
Good condition.",0
Splasher pool ladder for sale. Came with a 12ft splasher pool but never used ( approximately three feet deep ). All fixings included.,0
The plant oils has to be pure grade and either cold pressed or unrefined.,1
Type : Pancake Coil Copper Pipe Application : Air Condition Or Refrigerator Alloy Or Not : Is Alloy Term : EXW/CIF/CFR/FOB Product Name : Copper Coil Tube Standard : ASTM B280/EN 12735-1 Export to : Ukraine Material : C12200 TP2 DHP Shape : Round Surface : Bright Hardness : 1/16 Hard Temper : Soft Annealed Item : T1 Copper Pipe,1
"A variety of fishing equipment all different prices-
Packets of 'Floats' etc 50p FridayAd wouldn't let me put 50p.
Rods from £3-£10 open to offers. The Blue surf rod is only bottom part, only for Spares. All other rods complete.
Fishing reel £5
Haven't photographed everything, having a major sort out, as got far too much fishing gear.
Plz feel free to message me, happy to answer any queries.
Open to offers for everything.
Thank you.",0
"Dear Sir/ Madam,I am a buyer from jasontzeng located in Taiwan. I am interested in adding your fresh white garlic to my inventory.Could you please send me the quotation from this with the details as below : Size,Style,Type,What is the lowest price you can offer?Thank you very much for taking the time to answer my questions.Kind RegardsjasonjasontzengThis Message is from mobile",1
please am intrested Contact me urgently,1
"Very large wagon wheel candle chandelier (not electrified).

With heavy chain fixing.

Fabulous for a vaulted ceiling, i.e barn conversion.

£1000

Location Balcombe West Sussex

tel 079701484...(click to reveal full phone number)


no text replied to.",0
"Hi,Im interested in your product / luxucy . I would like some more details.",1
"Hi,Im interested in your product 6.5-inch 4000mAh Slim Rechargeable Extended Protective Portable Charging Case for iPhone Xs Max Black, I would like some more details.I look forward for your reply.Regards,Samir Kotadia",1
"Karma Ergo Lite 2 Folding, lightweight Wheel Chair as new, very little use as ca be seen in photos! These retail at over £400

Collection from Hastings",0
"DayClox 3 in 1 digital clock displays time, day and date in clear black and white format.",0
"Richa Phantom 2 textile waterproof touring jacket, size XXL fits 46 inch chest, bought new & never used, as new condition, with hanger

contact 077684540...(click to reveal full phone number)

Peacehaven area BN10",0
"Cuda Mayhem Girls Bike

-Size 18
-Girls Frame
-Cuda Mayhem bike
-Alloy frame and tapered fork
-Alloy V-brakes and levers
-Micro adjustable seat post -Quick release seat clamp so you can set up the bike to perfectly suit the rider
-6 speed Shimano gears with Revo twist shifter
-Kenda tyres with low rolling resitance
-Weight: 10.5kg
-Price £110.00",0
